"photographer","nationality","birth_place","bp_lon","bp_lat","death_place","dp_lon","dp_lat","n_photo","party_type","birth_date","death_date","birth_year","death_year","title","creation_date","item_width","item_height","item_depth","surface","Medium","Method Acquired"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Churches)","1956",6.25,4.25,0,26.5625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.125,0,26.8125,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.125,4,0,24.5,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.375,0,28.4375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.125,4.25,0,26.03125,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Churches)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.25,4.125,0,25.78125,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.125,0,26.03125,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Churches)","1956",4.125,6.25,0,25.78125,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Churches)","1956",6.125,4.125,0,25.265625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Churches)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.5,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.5,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.25,0,26.5625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.5,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Churches)","1956",6.25,4.25,0,26.5625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.25,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.25,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.25,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.25,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Department Stores)","1956",3.5,6,0,21,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.125,6.25,0,25.78125,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.5,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Department Stores)","1956",6.5,4.375,0,28.4375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","[Mellon National Bank]","1956",4.25,6.25,0,26.5625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.25,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.5,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Industry)","1956",6.25,4.125,0,25.78125,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.25,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.25,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.375,0,28.4375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.5,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.125,6.375,0,26.296875,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Industry)","1956",4.125,6,0,24.75,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.375,0,27.890625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.25,0,27.625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.375,4.25,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",4.25,6.375,0,27.09375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.5,4.375,0,28.4375,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Pittsburgh: Town Meeting)","1956",6.25,4.25,0,26.5625,"gelatin silver print","Museum Internal Collection"
"W. Eugene Smith","American","Wichita, Kansas","-97.3300530","37.687176",NA,NA,NA,49,"Person","1918-01-01","1978-01-01","1918","1978","(Industry)","1956",4.25,6.25,0,26.5625,"gelatin silver print","Museum Internal Collection"
